model,brand,year,title_status,mileage,color,state,condition,price,clase
sentra,nissan,2018,clean vehicle,37088.0,gray,missouri,8 days left,750,0
door,nissan,2017,clean vehicle,41729.0,blue,florida,23 hours left,10800,0
titan,nissan,2017,clean vehicle,17195.0,white,texas,2 days left,22300,1
sedan,nissan,2018,clean vehicle,43064.0,gray,california,7 days left,8300,0
sedan,nissan,2018,clean vehicle,47510.0,gray,california,7 days left,8300,0
sedan,nissan,2018,clean vehicle,52571.0,gray,california,7 days left,8000,0
frontier,nissan,2018,clean vehicle,12129.0,black,alabama,21 hours left,15200,1
sedan,nissan,2017,clean vehicle,62280.0,white,california,7 days left,6700,0
door,nissan,2017,clean vehicle,74859.0,gray,connecticut,3 days left,7500,0
door,nissan,2017,clean vehicle,59508.0,black,connecticut,3 days left,10500,0
juke,nissan,2017,clean vehicle,58529.0,white,connecticut,3 days left,8400,0
door,nissan,2015,salvage insurance,24396.0,black,florida,15 hours left,7000,0
armada,nissan,2020,clean vehicle,10317.0,black,california,1 days left,25500,1
door,nissan,2017,salvage insurance,37619.0,black,florida,15 hours left,4100,0
altima,nissan,2020,clean vehicle,15160.0,black,california,1 days left,13900,1
door,nissan,2015,salvage insurance,91898.0,black,florida,15 hours left,1900,0
pathfinder,nissan,2017,clean vehicle,31198.0,white,connecticut,3 days left,14700,1
door,nissan,2013,salvage insurance,144015.0,blue,ohio,15 hours left,1900,0
titan,nissan,2017,clean vehicle,15621.0,white,missouri,21 hours left,18800,1
versa,nissan,2018,clean vehicle,54815.0,red,california,19 hours left,7800,0
door,nissan,2016,clean vehicle,53011.0,red,louisiana,8 days left,13500,1
versa,nissan,2018,clean vehicle,56255.0,silver,california,19 hours left,8000,0
door,nissan,2013,clean vehicle,100225.0,gray,louisiana,8 days left,3300,0
sentra,nissan,2017,clean vehicle,54117.0,silver,connecticut,3 days left,7200,0
door,nissan,2017,clean vehicle,54119.0,gray,california,1 days left,8000,0
door,nissan,2012,salvage insurance,162176.0,black,indiana,15 hours left,1280,0
rogue,nissan,2018,clean vehicle,37655.0,white,florida,20 hours left,14000,1
door,nissan,2015,clean vehicle,101178.0,gray,california,6 hours left,3500,0
door,nissan,2012,salvage insurance,206142.0,silver,kansas,16 hours left,600,0
sport,nissan,2018,clean vehicle,43187.0,gray,california,2 days left,12500,0
door,nissan,2013,salvage insurance,105590.0,gray,texas,16 hours left,5800,0
versa,nissan,2018,clean vehicle,53903.0,gray,california,2 days left,8000,0
door,nissan,2015,salvage insurance,73382.0,tan,texas,16 hours left,2200,0
versa,nissan,2018,clean vehicle,48977.0,white,california,2 days left,8300,0
door,nissan,2016,clean vehicle,77504.0,blue,missouri,7 days left,7500,0
versa,nissan,2018,clean vehicle,50871.0,blue,california,2 days left,8000,0
door,nissan,2012,clean vehicle,107734.0,silver,missouri,7 days left,3500,0
versa,nissan,2018,clean vehicle,53098.0,white,california,2 days left,8000,0
door,nissan,2012,salvage insurance,159990.0,burgundy,oklahoma,15 days left,2000,0
versa,nissan,2018,clean vehicle,51552.0,red,california,2 days left,7800,0
versa,nissan,2018,clean vehicle,54692.0,white,california,2 days left,8000,0
frontier,nissan,2019,clean vehicle,18611.0,white,california,8 days left,18500,1
versa,nissan,2018,clean vehicle,51654.0,blue,california,2 days left,8000,0
frontier,nissan,2019,clean vehicle,24046.0,white,california,8 days left,18300,1
versa,nissan,2018,clean vehicle,65184.0,red,california,2 days left,7500,0
armada,nissan,2019,clean vehicle,37398.0,blue,california,8 days left,29800,1
rogue,nissan,2020,clean vehicle,19597.0,silver,south carolina,21 hours left,21100,1
rogue,nissan,2019,clean vehicle,34122.0,silver,california,8 days left,16200,1
doors,nissan,2015,clean vehicle,43651.0,super black,vermont,11 days left,6998,0
rogue,nissan,2020,clean vehicle,15387.0,gray,pennsylvania,2 days left,14700,1
cargo,nissan,2020,clean vehicle,264.0,black,california,7 hours left,19000,1
door,nissan,2016,clean vehicle,58126.0,black,texas,1 days left,7500,0
doors,nissan,2015,clean vehicle,62921.0,cayenne red,vermont,11 days left,7998,0
doors,nissan,2015,clean vehicle,43279.0,super black,massachusetts,11 days left,10999,0
door,nissan,2012,salvage insurance,117844.0,gray,north carolina,8 days left,2900,0
doors,nissan,2015,clean vehicle,45043.0,morningsky blue,new hampshire,11 days left,8495,0
murano,nissan,2016,clean vehicle,42837.0,gray,alabama,21 hours left,19925,1
sentra,nissan,2018,clean vehicle,42782.0,black,new jersey,2 hours left,9500,0
doors,nissan,2015,clean vehicle,24629.0,pearl white,massachusetts,11 days left,12750,0
door,nissan,2015,clean vehicle,35902.0,blue,alabama,21 hours left,22800,1
doors,nissan,2015,clean vehicle,12840.0,glacier white,rhode island,11 days left,11621,0
doors,nissan,2015,clean vehicle,63933.0,cayenne red,new hampshire,11 days left,11590,0
door,nissan,2012,clean vehicle,100079.0,black,alabama,21 hours left,4700,0
doors,nissan,2015,clean vehicle,37953.0,super black,new york,11 days left,11390,0
rogue,nissan,2017,clean vehicle,8677.0,blue,tennessee,4 days left,14500,1
rogue,nissan,2020,clean vehicle,11583.0,blue,ohio,2 days left,12000,0
altima,nissan,2020,clean vehicle,14320.0,blue,ohio,2 days left,15000,1
door,nissan,2016,clean vehicle,19723.0,black,georgia,2 hours left,7500,0
armada,nissan,2018,clean vehicle,29554.0,gray,pennsylvania,3 days left,28000,1
maxima,nissan,2018,clean vehicle,39309.0,black,pennsylvania,2 days left,17500,1
maxima,nissan,2018,clean vehicle,34951.0,silver,pennsylvania,3 days left,18000,1
sport,nissan,2018,clean vehicle,35870.0,black,pennsylvania,2 days left,13200,0
altima,nissan,2018,clean vehicle,44423.0,gray,texas,21 hours left,17000,1
xterra,nissan,2012,clean vehicle,92982.0,black,georgia,20 hours left,6700,0
murano,nissan,2018,clean vehicle,36844.0,white,texas,21 hours left,23300,1
titan,nissan,2018,clean vehicle,33605.0,white,new mexico,21 hours left,26800,1
sport,nissan,2018,clean vehicle,28009.0,black,tennessee,21 hours left,18200,1
rogue,nissan,2018,clean vehicle,41366.0,silver,virginia,21 hours left,18700,1
door,nissan,2016,clean vehicle,98354.0,red,new jersey,2 hours left,12900,0
rogue,nissan,2018,clean vehicle,39598.0,no_color,virginia,21 hours left,16000,1
rogue,nissan,2020,clean vehicle,21009.0,black,minnesota,14 hours left,19400,1
sentra,nissan,2018,clean vehicle,28880.0,silver,tennessee,21 hours left,10900,0
sport,nissan,2018,clean vehicle,28626.0,black,virginia,21 hours left,15800,1
rogue,nissan,2020,clean vehicle,14850.0,silver,minnesota,14 hours left,19800,1
rogue,nissan,2018,clean vehicle,41096.0,black,virginia,21 hours left,19000,1
rogue,nissan,2020,clean vehicle,12748.0,black,minnesota,14 hours left,18000,1
rogue,nissan,2020,clean vehicle,14531.0,blue,minnesota,14 hours left,19800,1
rogue,nissan,2020,clean vehicle,15931.0,black,minnesota,14 hours left,19700,1
rogue,nissan,2020,clean vehicle,10875.0,blue,minnesota,14 hours left,20100,1
frontier,nissan,2019,clean vehicle,31172.0,silver,minnesota,14 hours left,19700,1
frontier,nissan,2019,clean vehicle,16248.0,white,minnesota,14 hours left,23400,1
frontier,nissan,2019,clean vehicle,18137.0,black,minnesota,14 hours left,23300,1
altima,nissan,2019,clean vehicle,25664.0,black,minnesota,14 hours left,17500,1
altima,nissan,2019,clean vehicle,31026.0,black,minnesota,14 hours left,17100,1
altima,nissan,2019,clean vehicle,41287.0,silver,minnesota,14 hours left,15800,1
altima,nissan,2019,clean vehicle,43612.0,black,minnesota,14 hours left,13600,1
altima,nissan,2019,clean vehicle,29545.0,black,minnesota,14 hours left,14400,1
frontier,nissan,2019,clean vehicle,24303.0,silver,minnesota,14 hours left,19800,1
altima,nissan,2019,clean vehicle,29661.0,gray,minnesota,14 hours left,17200,1
frontier,nissan,2019,clean vehicle,18857.0,silver,minnesota,14 hours left,20300,1
frontier,nissan,2019,clean vehicle,14470.0,gray,minnesota,14 hours left,20500,1
altima,nissan,2019,clean vehicle,42364.0,silver,minnesota,14 hours left,16500,1
altima,nissan,2019,clean vehicle,37108.0,black,minnesota,14 hours left,16000,1
altima,nissan,2019,clean vehicle,26432.0,blue,minnesota,14 hours left,14600,1
rogue,nissan,2019,clean vehicle,24174.0,white,minnesota,14 hours left,16300,1
sport,nissan,2019,clean vehicle,30756.0,silver,minnesota,14 hours left,15400,1
rogue,nissan,2019,clean vehicle,32473.0,blue,minnesota,14 hours left,15800,1
sport,nissan,2019,clean vehicle,22947.0,blue,minnesota,14 hours left,15800,1
murano,nissan,2018,clean vehicle,17127.0,white,georgia,21 hours left,21400,1
kicks,nissan,2019,clean vehicle,20793.0,gray,minnesota,14 hours left,15300,1
pathfinder,nissan,2019,clean vehicle,32519.0,black,minnesota,14 hours left,20100,1
sentra,nissan,2019,clean vehicle,26930.0,gray,minnesota,14 hours left,11300,0
sentra,nissan,2019,clean vehicle,40839.0,black,minnesota,14 hours left,10700,0
rogue,nissan,2018,clean vehicle,44732.0,no_color,south carolina,21 hours left,16000,1
rogue,nissan,2019,clean vehicle,19292.0,white,minnesota,14 hours left,16600,1
sport,nissan,2019,clean vehicle,24155.0,gray,minnesota,14 hours left,15800,1
sentra,nissan,2019,clean vehicle,33369.0,black,minnesota,14 hours left,11600,0
rogue,nissan,2017,clean vehicle,28918.0,red,virginia,21 hours left,15000,1
rogue,nissan,2019,clean vehicle,21623.0,blue,minnesota,14 hours left,17600,1
xd,nissan,2017,clean vehicle,16224.0,white,virginia,21 hours left,36300,1
sport,nissan,2019,clean vehicle,26406.0,silver,minnesota,14 hours left,15600,1
rogue,nissan,2017,clean vehicle,27790.0,green,virginia,21 hours left,14000,1
rogue,nissan,2019,clean vehicle,19182.0,black,minnesota,14 hours left,16600,1
sentra,nissan,2017,clean vehicle,11837.0,gray,tennessee,21 hours left,12600,1
pathfinder,nissan,2019,clean vehicle,21774.0,black,minnesota,14 hours left,20900,1
door,nissan,2017,clean vehicle,17738.0,black,tennessee,21 hours left,12700,1
sport,nissan,2019,clean vehicle,27206.0,white,minnesota,14 hours left,15600,1
rogue,nissan,2019,clean vehicle,20508.0,silver,minnesota,14 hours left,18900,1
sport,nissan,2019,clean vehicle,24987.0,blue,minnesota,14 hours left,15700,1
pathfinder,nissan,2019,clean vehicle,21273.0,gray,minnesota,14 hours left,21900,1
pathfinder,nissan,2019,clean vehicle,23863.0,black,minnesota,14 hours left,21700,1
rogue,nissan,2016,clean vehicle,31566.0,gray,virginia,21 hours left,14600,1
sentra,nissan,2019,clean vehicle,25261.0,gray,minnesota,14 hours left,12000,1
pathfinder,nissan,2019,clean vehicle,20628.0,silver,minnesota,14 hours left,21000,1
door,nissan,2017,clean vehicle,48765.0,blue,pennsylvania,2 days left,12500,1
rogue,nissan,2019,clean vehicle,30645.0,silver,minnesota,14 hours left,15900,1
door,nissan,2017,clean vehicle,60158.0,red,pennsylvania,3 days left,11800,0
versa,nissan,2019,clean vehicle,39985.0,blue,minnesota,14 hours left,9900,0
sentra,nissan,2018,clean vehicle,39208.0,black,minnesota,14 hours left,10600,0
sentra,nissan,2018,clean vehicle,45080.0,black,minnesota,14 hours left,10100,0
sport,nissan,2018,clean vehicle,39247.0,gray,minnesota,14 hours left,13300,1
sentra,nissan,2018,clean vehicle,46382.0,white,minnesota,14 hours left,10100,0
sentra,nissan,2018,clean vehicle,39893.0,black,minnesota,14 hours left,10300,0
sentra,nissan,2018,clean vehicle,41203.0,gray,minnesota,14 hours left,10300,0
sentra,nissan,2018,clean vehicle,40648.0,blue,minnesota,14 hours left,10300,0
murano,nissan,2018,clean vehicle,31551.0,gray,minnesota,14 hours left,24000,1
sentra,nissan,2018,clean vehicle,38761.0,gray,minnesota,14 hours left,10400,0
sentra,nissan,2018,clean vehicle,42838.0,gray,minnesota,14 hours left,10200,0
versa,nissan,2018,clean vehicle,41557.0,blue,minnesota,14 hours left,9500,0
sentra,nissan,2018,clean vehicle,41136.0,black,minnesota,14 hours left,10500,0
sentra,nissan,2018,clean vehicle,41141.0,silver,minnesota,14 hours left,10500,0
door,nissan,2016,clean vehicle,115716.0,blue,pennsylvania,2 days left,3500,0
versa,nissan,2018,clean vehicle,52260.0,black,minnesota,14 hours left,9300,0
rogue,nissan,2016,clean vehicle,22041.0,silver,pennsylvania,2 days left,14100,1
door,nissan,2012,salvage insurance,161836.0,black,tennessee,2 days left,2425,0
door,nissan,2012,salvage insurance,83720.0,silver,tennessee,2 days left,925,0
rogue,nissan,2016,clean vehicle,37605.0,black,pennsylvania,2 days left,11000,0
rogue,nissan,2016,clean vehicle,63738.0,green,pennsylvania,18 hours left,11000,0
door,nissan,2013,salvage insurance,155704.0,silver,tennessee,2 days left,2100,0
door,nissan,2012,salvage insurance,234792.0,black,florida,2 days left,800,0
pathfinder,nissan,2018,clean vehicle,24143.0,silver,south carolina,21 hours left,20400,1
door,nissan,2017,salvage insurance,1.0,red,north carolina,2 days left,375,0
door,nissan,2015,clean vehicle,132655.0,beige,pennsylvania,2 days left,3000,0
rogue,nissan,2017,clean vehicle,28079.0,gray,south carolina,21 hours left,15100,1
door,nissan,2015,salvage insurance,74906.0,silver,north carolina,8 days left,4000,0
door,nissan,2017,clean vehicle,53155.0,gray,south carolina,21 hours left,19500,1
titan,nissan,2017,clean vehicle,94258.0,gray,south carolina,21 hours left,22600,1
door,nissan,2014,clean vehicle,65620.0,white,pennsylvania,2 hours left,6500,0
door,nissan,2012,clean vehicle,92878.0,gray,pennsylvania,2 days left,11800,0
pathfinder,nissan,2017,clean vehicle,25918.0,white,missouri,4 days left,20500,1
rogue,nissan,2018,clean vehicle,37830.0,black,ohio,21 hours left,14200,1
frontier,nissan,2018,clean vehicle,13875.0,white,ohio,21 hours left,22000,1
frontier,nissan,2018,clean vehicle,6024.0,silver,ohio,21 hours left,16200,1
door,nissan,2016,salvage insurance,76789.0,gray,texas,17 hours left,4800,0
sport,nissan,2018,clean vehicle,30409.0,black,ohio,21 hours left,16000,1
sport,nissan,2018,clean vehicle,44864.0,gray,ohio,21 hours left,14300,1
pathfinder,nissan,2019,clean vehicle,42397.0,silver,florida,21 hours left,16800,1
sentra,nissan,2018,clean vehicle,16778.0,gray,ohio,21 hours left,11900,0
door,nissan,2015,salvage insurance,99767.0,gray,south carolina,2 days left,3000,0
rogue,nissan,2019,clean vehicle,34692.0,gray,florida,21 hours left,15000,1
rogue,nissan,2019,clean vehicle,30721.0,gray,florida,21 hours left,15200,1
door,nissan,2017,clean vehicle,53376.0,black,ohio,21 hours left,18000,1
nvp,nissan,2016,clean vehicle,21282.0,white,ohio,21 hours left,22700,1
door,nissan,2015,clean vehicle,81699.0,blue,texas,5 days left,3800,0
door,nissan,2018,salvage insurance,33048.0,black,connecticut,2 days left,5475,0
sentra,nissan,2018,clean vehicle,10372.0,blue,illinois,21 hours left,11400,0
pathfinder,nissan,2018,clean vehicle,8889.0,silver,illinois,21 hours left,28100,1
sentra,nissan,2017,clean vehicle,127780.0,gray,illinois,21 hours left,3500,0
murano,nissan,2016,clean vehicle,59640.0,orange,illinois,21 hours left,15200,1
door,nissan,2015,salvage insurance,83975.0,blue,california,2 days left,1950,0
rogue,nissan,2016,clean vehicle,46178.0,black,illinois,21 hours left,13400,1
altima,nissan,2018,clean vehicle,34460.0,gray,florida,2 days left,12500,1
pathfinder,nissan,2018,clean vehicle,30594.0,black,florida,21 hours left,16500,1
pathfinder,nissan,2018,clean vehicle,39817.0,silver,florida,21 hours left,16500,1
pathfinder,nissan,2018,clean vehicle,40419.0,black,florida,21 hours left,16500,1
rogue,nissan,2018,clean vehicle,35493.0,black,florida,2 days left,13900,1
rogue,nissan,2018,clean vehicle,37073.0,gray,florida,21 hours left,13900,1
door,nissan,2013,salvage insurance,98384.0,black,maryland,3 days left,1500,0
pathfinder,nissan,2018,clean vehicle,34640.0,white,florida,21 hours left,16500,1
rogue,nissan,2018,clean vehicle,38760.0,white,florida,21 hours left,13900,1
pathfinder,nissan,2018,clean vehicle,34841.0,black,florida,2 days left,16500,1
rogue,nissan,2018,clean vehicle,35065.0,gray,florida,2 days left,13900,1
altima,nissan,2018,clean vehicle,37741.0,black,florida,21 hours left,12400,1
altima,nissan,2018,clean vehicle,27488.0,gray,florida,21 hours left,13000,1
pathfinder,nissan,2018,clean vehicle,37452.0,gray,florida,21 hours left,16500,1
rogue,nissan,2018,clean vehicle,39797.0,black,florida,21 hours left,13900,1
pathfinder,nissan,2018,clean vehicle,36714.0,black,florida,21 hours left,16500,1
rogue,nissan,2018,clean vehicle,36207.0,black,florida,21 hours left,13900,1
rogue,nissan,2018,clean vehicle,38563.0,black,florida,21 hours left,13900,1
rogue,nissan,2018,clean vehicle,39885.0,silver,florida,21 hours left,13900,1
altima,nissan,2018,clean vehicle,41852.0,silver,florida,21 hours left,12100,1
pathfinder,nissan,2018,clean vehicle,39454.0,silver,florida,21 hours left,16500,1
pathfinder,nissan,2018,clean vehicle,40203.0,blue,florida,21 hours left,16500,1
rogue,nissan,2018,clean vehicle,34547.0,white,florida,21 hours left,13900,1
door,nissan,2015,clean vehicle,75858.0,silver,illinois,2 days left,3700,0
pathfinder,nissan,2019,clean vehicle,31123.0,white,north carolina,21 hours left,18800,1
versa,nissan,2018,clean vehicle,33808.0,black,florida,2 days left,9200,0
titan,nissan,2019,clean vehicle,30599.0,black,north carolina,21 hours left,30100,1
versa,nissan,2018,clean vehicle,33931.0,black,florida,2 days left,9200,0
sentra,nissan,2019,clean vehicle,40359.0,black,north carolina,21 hours left,11100,1
rogue,nissan,2018,clean vehicle,44313.0,white,florida,21 hours left,13900,1
