model,brand,year,title_status,mileage,color,state,condition,price,clase
transit,ford,2019,clean vehicle,19363.0,white,south carolina,21 hours left,23600,1
explorer,ford,2016,clean vehicle,42902.0,black,texas,19 hours left,12000,0
f-150,ford,2018,clean vehicle,401.0,red,indiana,21 hours left,30900,1
transit,ford,2019,clean vehicle,11077.0,white,south carolina,21 hours left,23900,1
f-150,ford,2018,clean vehicle,34100.0,black,indiana,21 hours left,40400,1
srw,ford,2019,clean vehicle,30018.0,white,minnesota,6 days left,38000,1
flex,ford,2019,clean vehicle,18279.0,white,illinois,2 days left,27000,1
transit,ford,2019,clean vehicle,7373.0,white,south carolina,21 hours left,24000,1
ranger,ford,2019,clean vehicle,2590.0,gray,wisconsin,21 hours left,30000,1
fusion,ford,2019,clean vehicle,41662.0,white,south carolina,21 hours left,16200,0
flex,ford,2019,clean vehicle,15019.0,gray,wisconsin,21 hours left,30000,1
transit,ford,2019,clean vehicle,9420.0,white,south carolina,21 hours left,23900,1
taurus,ford,2018,clean vehicle,41864.0,white,missouri,21 hours left,13800,0
transit,ford,2019,clean vehicle,16829.0,white,south carolina,21 hours left,23700,1
f-150,ford,2018,clean vehicle,6290.0,gray,illinois,21 hours left,24300,1
srw,ford,2019,clean vehicle,14393.0,black,nevada,Listing Expired,54900,1
taurus,ford,2018,clean vehicle,14599.0,white,wisconsin,2 days left,22500,1
f-150,ford,2018,clean vehicle,25839.0,gray,illinois,2 days left,39000,1
escape,ford,2018,clean vehicle,60715.0,gray,wisconsin,21 hours left,13900,0
explorer,ford,2018,clean vehicle,23350.0,red,illinois,21 hours left,24700,1
transit,ford,2018,clean vehicle,62386.0,white,california,1 days left,20100,0
mustang,ford,2018,clean vehicle,6248.0,red,illinois,2 days left,22000,1
mustang,ford,2019,clean vehicle,878.0,green,florida,1 days left,38200,1
transit,ford,2018,clean vehicle,49710.0,white,california,1 days left,24400,1
mustang,ford,2018,clean vehicle,2042.0,blue,illinois,21 hours left,35000,1
flex,ford,2019,clean vehicle,7742.0,white,florida,2 days left,18600,0
transit,ford,2018,clean vehicle,39733.0,white,california,1 days left,22700,1
f-150,ford,2018,clean vehicle,33701.0,black,illinois,21 hours left,38000,1
door,ford,2014,clean vehicle,67542.0,red,illinois,2 days left,17000,0
escape,ford,2017,clean vehicle,35095.0,gray,wisconsin,2 days left,17500,0
f-150,ford,2019,clean vehicle,8652.0,white,michigan,21 hours left,23200,1
explorer,ford,2017,clean vehicle,51107.0,red,wisconsin,21 hours left,30700,1
transit,ford,2019,clean vehicle,14987.0,white,michigan,21 hours left,23500,1
edge,ford,2017,clean vehicle,28252.0,blue,wisconsin,2 days left,26400,1
transit,ford,2019,clean vehicle,16009.0,white,michigan,21 hours left,23500,1
door,ford,2017,clean vehicle,47866.0,white,wisconsin,2 days left,38000,1
transit,ford,2019,clean vehicle,11004.0,white,michigan,21 hours left,23600,1
edge,ford,2017,clean vehicle,42895.0,gray,wisconsin,21 hours left,19300,0
f-150,ford,2019,clean vehicle,9490.0,white,michigan,21 hours left,23200,1
door,ford,2017,clean vehicle,39027.0,no_color,wisconsin,21 hours left,13800,0
transit,ford,2019,clean vehicle,13466.0,white,michigan,21 hours left,23600,1
f-150,ford,2019,clean vehicle,8737.0,white,michigan,21 hours left,23200,1
door,ford,2017,clean vehicle,23960.0,red,wisconsin,2 days left,40000,1
f-150,ford,2019,clean vehicle,5562.0,white,michigan,21 hours left,23400,1
transit,ford,2019,clean vehicle,13763.0,white,michigan,21 hours left,23600,1
f-150,ford,2019,clean vehicle,10444.0,white,michigan,21 hours left,23000,1
door,ford,2017,clean vehicle,41696.0,black,wisconsin,21 hours left,25500,1
transit,ford,2019,clean vehicle,15787.0,white,michigan,21 hours left,23500,1
door,ford,2017,clean vehicle,9167.0,white,wisconsin,2 days left,29900,1
transit,ford,2019,clean vehicle,17541.0,white,michigan,21 hours left,23200,1
f-150,ford,2017,clean vehicle,24686.0,silver,wisconsin,2 days left,50500,1
transit,ford,2019,clean vehicle,15210.0,white,michigan,21 hours left,23400,1
transit,ford,2017,clean vehicle,54601.0,white,wisconsin,2 days left,24500,1
mustang,ford,2017,clean vehicle,2205.0,black,illinois,2 days left,49000,1
transit,ford,2017,clean vehicle,35691.0,white,wisconsin,2 days left,25400,1
flex,ford,2017,clean vehicle,32788.0,silver,illinois,21 hours left,23000,1
door,ford,2012,clean vehicle,180471.0,gray,minnesota,6 days left,6000,0
edge,ford,2016,clean vehicle,42925.0,black,wisconsin,21 hours left,22400,1
edge,ford,2016,clean vehicle,37385.0,black,wisconsin,2 days left,22500,1
edge,ford,2019,clean vehicle,15415.0,gray,virginia,2 days left,25200,1
door,ford,2016,clean vehicle,20047.0,white,wisconsin,2 days left,36000,1
edge,ford,2019,clean vehicle,16884.0,black,virginia,2 days left,26700,1
door,ford,2016,clean vehicle,57936.0,gray,wisconsin,21 hours left,30500,1
edge,ford,2019,clean vehicle,15244.0,black,virginia,2 days left,26700,1
edge,ford,2019,clean vehicle,19842.0,gray,virginia,2 days left,25000,1
door,ford,2016,clean vehicle,38830.0,white,wisconsin,21 hours left,35200,1
f-150,ford,2019,clean vehicle,31899.0,white,tennessee,21 hours left,30300,1
door,ford,2016,clean vehicle,69305.0,no_color,illinois,2 days left,25000,1
door,ford,2016,clean vehicle,46098.0,red,wisconsin,2 days left,26500,1
mustang,ford,2019,clean vehicle,29457.0,gray,virginia,2 days left,21600,1
edge,ford,2016,clean vehicle,30765.0,no_color,wisconsin,21 hours left,18800,0
mustang,ford,2019,clean vehicle,29096.0,red,virginia,2 days left,21500,1
door,ford,2016,clean vehicle,40437.0,no_color,new jersey,7 hours left,9000,0
cutaway,ford,2015,clean vehicle,69004.0,white,wisconsin,2 days left,16700,0
cutaway,ford,2015,clean vehicle,65179.0,white,wisconsin,2 days left,16800,0
cutaway,ford,2015,clean vehicle,75862.0,white,wisconsin,2 days left,15700,0
cutaway,ford,2015,clean vehicle,68319.0,white,wisconsin,2 days left,16800,0
door,ford,2015,clean vehicle,80354.0,gray,wisconsin,21 hours left,19500,0
door,ford,2015,clean vehicle,51441.0,black,wisconsin,2 days left,20500,0
cutaway,ford,2015,clean vehicle,70954.0,white,wisconsin,2 days left,17400,0
door,ford,2014,clean vehicle,92500.0,red,wisconsin,21 hours left,17500,0
door,ford,2014,clean vehicle,66367.0,silver,illinois,21 hours left,26000,1
f-150,ford,2019,clean vehicle,13884.0,white,kentucky,21 hours left,56700,1
door,ford,2013,clean vehicle,202565.0,no_color,wisconsin,21 hours left,5000,0
f-150,ford,2019,clean vehicle,26484.0,no_color,kentucky,21 hours left,40200,1
door,ford,2013,clean vehicle,703.0,red,illinois,21 hours left,54000,1
max,ford,2019,clean vehicle,18138.0,white,kentucky,21 hours left,65200,1
srw,ford,2017,clean vehicle,28007.0,white,minnesota,Listing Expired,32500,1
transit,ford,2019,clean vehicle,11251.0,white,illinois,21 hours left,25500,1
srw,ford,2019,clean vehicle,11640.0,no_color,illinois,21 hours left,63000,1
srw,ford,2019,clean vehicle,10763.0,white,illinois,2 days left,44000,1
drw,ford,2019,clean vehicle,9643.0,no_color,illinois,2 days left,70000,1
srw,ford,2019,clean vehicle,33930.0,gray,kentucky,21 hours left,56200,1
srw,ford,2019,clean vehicle,26451.0,white,wisconsin,2 days left,35000,1
srw,ford,2019,clean vehicle,21101.0,red,kentucky,21 hours left,57700,1
drw,ford,2019,clean vehicle,10536.0,no_color,illinois,2 days left,74000,1
srw,ford,2019,clean vehicle,31744.0,white,kentucky,21 hours left,60200,1
srw,ford,2018,clean vehicle,18062.0,black,illinois,2 days left,60000,1
srw,ford,2018,clean vehicle,17942.0,black,illinois,21 hours left,63000,1
door,ford,2014,clean vehicle,43646.0,black,wisconsin,2 days left,22500,1
energi,ford,2014,clean vehicle,71989.0,gray,wisconsin,21 hours left,8300,0
door,ford,2012,clean vehicle,138328.0,white,wisconsin,21 hours left,8300,0
door,ford,2013,clean vehicle,95386.0,brown,wisconsin,2 days left,21000,1
fusion,ford,2019,clean vehicle,23740.0,black,mississippi,21 hours left,19300,0
fusion,ford,2019,clean vehicle,36064.0,gray,alabama,21 hours left,16400,0
f-150,ford,2019,clean vehicle,18805.0,gray,mississippi,21 hours left,27300,1
cab,ford,2012,clean vehicle,151035.0,white,wisconsin,2 days left,26400,1
mustang,ford,2019,clean vehicle,10099.0,red,mississippi,21 hours left,35100,1
f-150,ford,2018,clean vehicle,9800.0,black,new jersey,1 days left,41500,1
mustang,ford,2019,clean vehicle,10483.0,white,mississippi,21 hours left,34100,1
f-150,ford,2019,clean vehicle,17544.0,no_color,california,21 hours left,28600,1
mustang,ford,2019,clean vehicle,10167.0,red,mississippi,21 hours left,34100,1
ranger,ford,2019,clean vehicle,11457.0,gray,california,21 hours left,28700,1
edge,ford,2019,clean vehicle,26590.0,no_color,california,21 hours left,24700,1
expedition,ford,2019,clean vehicle,35346.0,black,california,21 hours left,46500,1
f-150,ford,2019,clean vehicle,12953.0,black,california,21 hours left,29000,1
edge,ford,2019,clean vehicle,26693.0,silver,california,21 hours left,25500,1
f-150,ford,2019,clean vehicle,25071.0,yellow,california,21 hours left,39500,1
f-150,ford,2019,clean vehicle,33538.0,yellow,california,21 hours left,33100,1
f-150,ford,2019,clean vehicle,9915.0,gray,california,2 days left,30500,1
fiesta,ford,2018,clean vehicle,1.0,silver,arizona,2 days left,3600,0
fusion,ford,2019,clean vehicle,9910.0,red,california,2 days left,16800,0
f-150,ford,2019,clean vehicle,16765.0,gray,texas,6 days left,24000,1
expedition,ford,2019,clean vehicle,4970.0,gray,california,21 hours left,58500,1
door,ford,2017,clean vehicle,43964.0,black,texas,6 days left,55000,1
f-150,ford,2019,clean vehicle,40785.0,silver,california,21 hours left,28800,1
door,ford,2015,clean vehicle,108998.0,white,new jersey,24 hours left,26800,1
max,ford,2018,clean vehicle,58576.0,gray,wisconsin,22 hours left,36000,1
wagon,ford,2018,clean vehicle,55475.0,white,wisconsin,21 hours left,20000,1
drw,ford,2019,clean vehicle,35929.0,black,alabama,21 hours left,46700,1
srw,ford,2019,clean vehicle,21669.0,silver,alabama,21 hours left,42800,1
mustang,ford,2018,clean vehicle,16079.0,no_color,california,21 hours left,21800,1
mustang,ford,2018,clean vehicle,41147.0,white,california,2 days left,18800,0
flex,ford,2018,clean vehicle,45798.0,black,california,21 hours left,18800,0
f-150,ford,2018,clean vehicle,21703.0,red,california,21 hours left,30200,1
explorer,ford,2018,clean vehicle,22284.0,black,california,2 days left,27500,1
transit,ford,2018,clean vehicle,24567.0,white,california,2 days left,37500,1
mustang,ford,2018,clean vehicle,30594.0,silver,california,2 days left,19100,0
flex,ford,2018,clean vehicle,52747.0,white,california,21 hours left,17100,0
escape,ford,2018,clean vehicle,21592.0,silver,florida,4 days left,13500,0
srw,ford,2018,clean vehicle,19853.0,blue,california,2 days left,54500,1
fiesta,ford,2018,clean vehicle,25201.0,gray,florida,4 days left,9000,0
f-150,ford,2020,clean vehicle,10351.0,black,pennsylvania,2 days left,16400,0
fusion,ford,2020,clean vehicle,1117.0,gray,pennsylvania,2 days left,17000,0
door,ford,2017,clean vehicle,37279.0,gold,california,21 hours left,24800,1
door,ford,2017,clean vehicle,30113.0,red,california,21 hours left,26800,1
door,ford,2017,clean vehicle,27570.0,white,california,21 hours left,19400,0
flex,ford,2017,clean vehicle,45188.0,silver,california,2 days left,20000,1
door,ford,2012,clean vehicle,149712.0,silver,texas,4 days left,7000,0
explorer,ford,2017,clean vehicle,25030.0,gold,california,2 days left,25100,1
door,ford,2013,salvage insurance,105743.0,gray,oklahoma,15 days left,2000,0
fusion,ford,2020,clean vehicle,9861.0,black,pennsylvania,2 days left,18200,0
fusion,ford,2018,clean vehicle,1751.0,red,illinois,2 days left,14200,0
door,ford,2017,clean vehicle,30629.0,red,california,2 days left,56500,1
door,ford,2016,salvage insurance,52883.0,gray,oklahoma,15 days left,2000,0
van,ford,2020,clean vehicle,122.0,white,pennsylvania,2 days left,26500,1
srw,ford,2019,clean vehicle,28534.0,white,florida,2 hours left,34300,1
f-150,ford,2017,clean vehicle,80699.0,black,california,21 hours left,43500,1
door,ford,2016,salvage insurance,72851.0,white,oklahoma,15 days left,3500,0
srw,ford,2019,clean vehicle,24078.0,white,florida,2 hours left,37200,1
door,ford,2017,clean vehicle,38639.0,orange,california,21 hours left,12800,0
door,ford,2013,salvage insurance,146807.0,silver,texas,17 hours left,15000,0
door,ford,2017,clean vehicle,31871.0,silver,california,21 hours left,12500,0
f-150,ford,2017,clean vehicle,76876.0,gray,california,2 days left,21500,1
fusion,ford,2019,clean vehicle,28070.0,white,north carolina,Listing Expired,17300,0
explorer,ford,2017,clean vehicle,3189.0,silver,california,21 hours left,27000,1
el,ford,2017,clean vehicle,28359.0,white,florida,24 hours left,31800,1
door,ford,2017,clean vehicle,42890.0,gray,california,21 hours left,13000,0
el,ford,2017,clean vehicle,29328.0,silver,florida,24 hours left,31800,1
door,ford,2016,clean vehicle,47531.0,black,california,2 days left,46300,1
door,ford,2015,clean vehicle,57345.0,gray,missouri,7 days left,6000,0
door,ford,2016,clean vehicle,67546.0,silver,california,21 hours left,22800,1
expedition,ford,2019,clean vehicle,18153.0,white,pennsylvania,3 days left,45000,1
expedition,ford,2019,clean vehicle,17689.0,black,pennsylvania,3 days left,49500,1
van,ford,2012,clean vehicle,137171.0,white,missouri,7 days left,3000,0
door,ford,2015,clean vehicle,63445.0,gray,california,21 hours left,20000,1
edge,ford,2019,clean vehicle,26422.0,black,pennsylvania,2 days left,25300,1
door,ford,2015,salvage insurance,149319.0,white,south carolina,2 days left,4000,0
expedition,ford,2019,clean vehicle,18767.0,gray,pennsylvania,3 days left,45500,1
fiesta,ford,2018,clean vehicle,38289.0,silver,minnesota,14 hours left,9100,0
expedition,ford,2019,clean vehicle,22960.0,black,pennsylvania,3 days left,48000,1
max,ford,2019,clean vehicle,17263.0,blue,pennsylvania,3 days left,47000,1
expedition,ford,2019,clean vehicle,16981.0,black,pennsylvania,3 days left,49500,1
wagon,ford,2019,clean vehicle,13058.0,black,pennsylvania,1 days left,31200,1
door,ford,2014,clean vehicle,45887.0,white,california,2 days left,18500,0
escape,ford,2019,clean vehicle,21740.0,silver,pennsylvania,2 days left,15500,0
wagon,ford,2019,clean vehicle,17707.0,black,pennsylvania,1 days left,30500,1
max,ford,2019,clean vehicle,19121.0,silver,pennsylvania,3 days left,45500,1
wagon,ford,2019,clean vehicle,18856.0,black,pennsylvania,1 days left,31500,1
door,ford,2013,clean vehicle,84752.0,white,new jersey,30 minutes,11000,0
max,ford,2019,clean vehicle,19555.0,white,pennsylvania,3 days left,46500,1
wagon,ford,2019,clean vehicle,16340.0,black,pennsylvania,1 days left,31500,1
f-150,ford,2018,clean vehicle,17242.0,white,ohio,21 hours left,32000,1
edge,ford,2019,clean vehicle,28733.0,black,pennsylvania,2 days left,23900,1
wagon,ford,2019,clean vehicle,16019.0,black,pennsylvania,1 days left,31500,1
taurus,ford,2016,clean vehicle,75580.0,black,ohio,2 days left,18500,0
door,ford,2013,salvage insurance,113444.0,white,georgia,2 days left,1500,0
max,ford,2019,clean vehicle,19227.0,white,pennsylvania,3 days left,46000,1
wagon,ford,2019,clean vehicle,13633.0,black,pennsylvania,1 days left,31500,1
van,ford,2015,clean vehicle,37739.0,white,new jersey,2 days left,14700,0
door,ford,2013,salvage insurance,103541.0,green,michigan,2 days left,2700,0
expedition,ford,2019,clean vehicle,24072.0,blue,pennsylvania,3 days left,47500,1
wagon,ford,2019,clean vehicle,17657.0,black,pennsylvania,1 days left,31500,1
door,ford,2014,clean vehicle,77392.0,red,new jersey,2 days left,8900,0
door,ford,2019,salvage insurance,11930.0,white,michigan,2 days left,7000,0
expedition,ford,2019,clean vehicle,19731.0,red,pennsylvania,3 days left,49000,1
wagon,ford,2019,clean vehicle,15581.0,black,pennsylvania,1 days left,31500,1
door,ford,2014,clean vehicle,70181.0,black,new jersey,2 days left,8900,0
max,ford,2019,clean vehicle,16143.0,black,pennsylvania,3 days left,48000,1
max,ford,2019,clean vehicle,17995.0,black,pennsylvania,3 days left,50000,1
max,ford,2019,clean vehicle,23926.0,black,pennsylvania,21 hours left,47300,1
f-150,ford,2017,clean vehicle,57929.0,black,louisiana,8 days left,45000,1
max,ford,2019,clean vehicle,20758.0,silver,pennsylvania,3 days left,49000,1
f-150,ford,2019,clean vehicle,10028.0,gray,texas,1 days left,40200,1
max,ford,2019,clean vehicle,21051.0,black,pennsylvania,3 days left,48000,1
door,ford,2015,clean vehicle,136307.0,silver,louisiana,8 days left,5000,0
bus,ford,2013,clean vehicle,105880.0,silver,new jersey,2 days left,8200,0
max,ford,2019,clean vehicle,19985.0,white,pennsylvania,3 days left,49000,1
door,ford,2015,clean vehicle,102590.0,gray,louisiana,8 days left,4000,0
expedition,ford,2019,clean vehicle,27612.0,silver,pennsylvania,3 days left,39000,1
door,ford,2015,clean vehicle,90855.0,white,louisiana,8 days left,29000,1
max,ford,2019,clean vehicle,19936.0,silver,pennsylvania,3 days left,46500,1
door,ford,2015,clean vehicle,64495.0,gray,louisiana,8 days left,7805,0
mustang,ford,2018,clean vehicle,39477.0,gray,texas,5 days left,22000,1
max,ford,2019,clean vehicle,25698.0,black,pennsylvania,2 days left,18800,0
door,ford,2015,clean vehicle,73849.0,blue,louisiana,8 days left,33000,1
expedition,ford,2019,clean vehicle,25422.0,black,pennsylvania,3 days left,39500,1
door,ford,2015,clean vehicle,47866.0,black,louisiana,8 days left,16900,0
max,ford,2019,clean vehicle,31236.0,white,pennsylvania,3 days left,42500,1
expedition,ford,2019,clean vehicle,26755.0,gray,pennsylvania,3 days left,39500,1
f-150,ford,2018,clean vehicle,49177.0,blue,illinois,2 days left,25500,1
max,ford,2019,clean vehicle,20749.0,white,pennsylvania,3 days left,49500,1
f-150,ford,2018,clean vehicle,15003.0,white,illinois,2 days left,25000,1
f-150,ford,2019,clean vehicle,12247.0,black,pennsylvania,3 days left,40000,1
f-150,ford,2018,clean vehicle,1.0,black,illinois,2 days left,26000,1
f-150,ford,2019,clean vehicle,10808.0,silver,pennsylvania,3 days left,29500,1
f-150,ford,2019,clean vehicle,11263.0,white,oklahoma,21 hours left,23000,1
f-150,ford,2018,clean vehicle,42307.0,black,illinois,2 days left,25500,1
f-150,ford,2019,clean vehicle,17484.0,gray,pennsylvania,3 days left,44500,1
escape,ford,2019,clean vehicle,37106.0,blue,missouri,9 days left,15600,0
f-150,ford,2019,clean vehicle,9539.0,white,oklahoma,21 hours left,23100,1
f-150,ford,2019,clean vehicle,2384.0,gray,pennsylvania,3 days left,37000,1
fusion,ford,2019,clean vehicle,20590.0,gray,missouri,9 days left,14500,0
f-150,ford,2019,clean vehicle,13896.0,white,oklahoma,21 hours left,23000,1
f-150,ford,2019,clean vehicle,9451.0,gray,pennsylvania,3 days left,26500,1
fusion,ford,2017,clean vehicle,31657.0,red,missouri,9 days left,18000,0
expedition,ford,2019,clean vehicle,33907.0,brown,oklahoma,21 hours left,35700,1
f-150,ford,2019,clean vehicle,10028.0,black,pennsylvania,3 days left,31000,1
door,ford,2013,clean vehicle,175640.0,no_color,missouri,9 days left,2000,0
max,ford,2019,clean vehicle,30770.0,white,oklahoma,21 hours left,40400,1
f-150,ford,2019,clean vehicle,15141.0,black,pennsylvania,2 days left,43600,1
f-150,ford,2019,clean vehicle,18431.0,white,oklahoma,21 hours left,22600,1
f-150,ford,2019,clean vehicle,9604.0,white,pennsylvania,3 days left,26000,1
f-150,ford,2019,clean vehicle,9516.0,white,oklahoma,21 hours left,23200,1
f-150,ford,2019,clean vehicle,9718.0,silver,pennsylvania,3 days left,29000,1
f-150,ford,2019,clean vehicle,16506.0,white,oklahoma,21 hours left,22800,1
door,ford,2015,salvage insurance,192108.0,white,oregon,2 days left,3450,0
f-150,ford,2019,clean vehicle,11028.0,white,pennsylvania,3 days left,31000,1
f-150,ford,2019,clean vehicle,11313.0,white,oklahoma,21 hours left,22900,1
door,ford,2014,salvage insurance,141595.0,red,oregon,2 days left,3000,0
f-150,ford,2019,clean vehicle,12886.0,silver,pennsylvania,3 days left,28000,1
f-150,ford,2019,clean vehicle,9556.0,white,oklahoma,21 hours left,23200,1
f-150,ford,2019,clean vehicle,13269.0,blue,pennsylvania,3 days left,27000,1
f-150,ford,2019,clean vehicle,16770.0,white,oklahoma,21 hours left,22800,1
f-150,ford,2019,clean vehicle,13526.0,red,pennsylvania,3 days left,31500,1
transit,ford,2019,clean vehicle,16391.0,white,oklahoma,21 hours left,23400,1
f-150,ford,2019,clean vehicle,11437.0,white,pennsylvania,3 days left,28000,1
transit,ford,2019,clean vehicle,17964.0,white,oklahoma,21 hours left,23400,1
f-150,ford,2018,clean vehicle,5440.0,blue,texas,10 days left,28000,1
f-150,ford,2019,clean vehicle,13035.0,white,pennsylvania,3 days left,24900,1
transit,ford,2019,clean vehicle,15759.0,white,oklahoma,21 hours left,23500,1
f-150,ford,2018,clean vehicle,30002.0,gray,texas,10 days left,36000,1
f-150,ford,2019,clean vehicle,13673.0,white,pennsylvania,3 days left,28700,1
fusion,ford,2018,clean vehicle,24480.0,silver,oregon,29 minutes,16000,0
f-150,ford,2019,clean vehicle,13230.0,white,pennsylvania,3 days left,31000,1
f-150,ford,2017,clean vehicle,137789.0,white,oregon,29 minutes,16500,0
f-150,ford,2019,clean vehicle,13516.0,white,pennsylvania,3 days left,28500,1
escape,ford,2017,clean vehicle,81660.0,black,oregon,29 minutes,10800,0
f-150,ford,2019,clean vehicle,11763.0,white,pennsylvania,3 days left,28500,1
explorer,ford,2017,clean vehicle,34165.0,gold,oregon,29 minutes,25000,1
f-150,ford,2019,clean vehicle,13458.0,white,pennsylvania,3 days left,31000,1
door,ford,2016,clean vehicle,104867.0,black,oregon,29 minutes,7800,0
f-150,ford,2019,clean vehicle,14004.0,white,pennsylvania,3 days left,28500,1
door,ford,2016,clean vehicle,69829.0,silver,oregon,29 minutes,9500,0
f-150,ford,2019,clean vehicle,13405.0,silver,pennsylvania,3 days left,28500,1
door,ford,2016,clean vehicle,96151.0,black,oregon,29 minutes,14500,0
f-150,ford,2019,clean vehicle,12688.0,black,pennsylvania,3 days left,25000,1
door,ford,2016,clean vehicle,116519.0,white,oregon,29 minutes,14500,0
f-150,ford,2019,clean vehicle,12260.0,white,pennsylvania,3 days left,28500,1
door,ford,2016,clean vehicle,29367.0,silver,oregon,29 minutes,12100,0
f-150,ford,2019,clean vehicle,18982.0,white,pennsylvania,3 days left,29400,1
f-150,ford,2019,clean vehicle,23795.0,silver,california,8 days left,24700,1
door,ford,2016,clean vehicle,76572.0,gray,oregon,29 minutes,8700,0
f-150,ford,2019,clean vehicle,15964.0,white,pennsylvania,3 days left,29500,1
f-150,ford,2019,clean vehicle,28117.0,silver,california,8 days left,25800,1
door,ford,2016,clean vehicle,116730.0,blue,oregon,29 minutes,17500,0
f-150,ford,2019,clean vehicle,21055.0,brown,pennsylvania,2 days left,23900,1
f-150,ford,2019,clean vehicle,27794.0,black,california,8 days left,22900,1
edge,ford,2016,clean vehicle,56995.0,black,oregon,29 minutes,19500,1
f-150,ford,2019,clean vehicle,16625.0,gray,pennsylvania,3 days left,29500,1
f-150,ford,2019,clean vehicle,27689.0,gray,california,8 days left,24500,1
door,ford,2016,clean vehicle,39851.0,black,oregon,29 minutes,11000,0
f-150,ford,2019,clean vehicle,31727.0,black,pennsylvania,2 days left,22400,1
escape,ford,2019,clean vehicle,31586.0,gray,california,8 days left,15700,0
door,ford,2015,clean vehicle,33717.0,black,oregon,29 minutes,11000,0
f-150,ford,2019,clean vehicle,18418.0,black,pennsylvania,2 days left,28000,1
fusion,ford,2019,clean vehicle,39013.0,black,california,8 days left,13500,0
f-150,ford,2013,clean vehicle,125451.0,white,oregon,29 minutes,7300,0
f-150,ford,2019,clean vehicle,21346.0,black,pennsylvania,3 days left,25100,1
transit,ford,2019,clean vehicle,21150.0,white,california,8 days left,24100,1
f-150,ford,2014,clean vehicle,103862.0,white,oregon,29 minutes,6500,0
f-150,ford,2019,clean vehicle,22001.0,red,pennsylvania,2 days left,10500,0
fusion,ford,2019,clean vehicle,31261.0,gray,california,8 days left,16900,0
door,ford,2013,clean vehicle,140870.0,white,oregon,29 minutes,6000,0
f-150,ford,2019,clean vehicle,14358.0,white,pennsylvania,3 days left,28500,1
fusion,ford,2019,clean vehicle,41672.0,silver,california,8 days left,16200,0
f-150,ford,2013,clean vehicle,95655.0,white,oregon,29 minutes,6500,0
flex,ford,2019,clean vehicle,19493.0,gray,pennsylvania,3 days left,24500,1
fusion,ford,2019,clean vehicle,36956.0,black,california,8 days left,16500,0
door,ford,2017,clean vehicle,23223.0,gold,texas,2 days left,56500,1
fusion,ford,2019,clean vehicle,13085.0,gray,pennsylvania,2 days left,10400,0
explorer,ford,2018,clean vehicle,36124.0,silver,oklahoma,21 hours left,22800,1
flex,ford,2019,clean vehicle,19147.0,white,pennsylvania,3 days left,26500,1
flex,ford,2019,clean vehicle,24993.0,red,pennsylvania,3 days left,23800,1
f-150,ford,2018,clean vehicle,41127.0,white,oklahoma,21 hours left,24700,1
fusion,ford,2019,clean vehicle,32365.0,black,pennsylvania,2 days left,12400,0
fusion,ford,2019,clean vehicle,27774.0,white,pennsylvania,2 days left,16600,0
door,ford,2015,clean vehicle,105027.0,blue,oklahoma,21 hours left,11200,0
fusion,ford,2019,clean vehicle,27806.0,silver,pennsylvania,2 days left,15900,0
door,ford,2015,clean vehicle,54198.0,blue,oklahoma,21 hours left,7700,0
fusion,ford,2019,clean vehicle,30181.0,white,pennsylvania,2 days left,15100,0
door,ford,2013,clean vehicle,82670.0,black,oklahoma,21 hours left,7200,0
fusion,ford,2019,clean vehicle,36305.0,gold,pennsylvania,2 days left,15600,0
srw,ford,2019,clean vehicle,10475.0,white,oklahoma,21 hours left,39700,1
fusion,ford,2019,clean vehicle,34734.0,gray,pennsylvania,2 days left,16000,0
door,ford,2012,clean vehicle,186713.0,black,oklahoma,8 days left,7500,0
srw,ford,2017,clean vehicle,132150.0,white,oregon,28 minutes,15500,0
taurus,ford,2019,clean vehicle,12928.0,gray,pennsylvania,3 days left,19000,1
door,ford,2015,clean vehicle,116539.0,silver,oklahoma,8 days left,5500,0
drw,ford,2018,clean vehicle,59549.0,white,oklahoma,21 hours left,38700,1
taurus,ford,2019,clean vehicle,12174.0,red,pennsylvania,3 days left,21000,1
door,ford,2016,clean vehicle,96129.0,white,oklahoma,8 days left,28500,1
drw,ford,2018,clean vehicle,89809.0,white,oklahoma,21 hours left,37200,1
taurus,ford,2019,clean vehicle,18202.0,white,pennsylvania,3 days left,18500,0
door,ford,2015,clean vehicle,128505.0,white,oklahoma,8 days left,15000,0
drw,ford,2017,clean vehicle,43527.0,white,oklahoma,21 hours left,37700,1
transit,ford,2019,clean vehicle,15792.0,white,pennsylvania,2 days left,22200,1
f-150,ford,2019,clean vehicle,9278.0,white,georgia,4 days left,39950,1
drw,ford,2017,clean vehicle,41925.0,white,oklahoma,21 hours left,37600,1
taurus,ford,2019,clean vehicle,16924.0,white,pennsylvania,3 days left,18500,0
door,ford,2013,clean vehicle,119869.0,silver,florida,2 days left,10000,0
taurus,ford,2019,clean vehicle,17260.0,silver,pennsylvania,3 days left,20500,1
door,ford,2013,clean vehicle,89490.0,white,florida,2 days left,5700,0
transit,ford,2019,clean vehicle,40772.0,white,pennsylvania,3 days left,21000,1
transit,ford,2019,clean vehicle,25623.0,white,pennsylvania,2 days left,22500,1
f-150,ford,2019,clean vehicle,11669.0,white,colorado,24 hours left,29000,1
door,ford,2013,clean vehicle,138524.0,black,florida,2 days left,13200,0
transit,ford,2019,clean vehicle,13644.0,white,pennsylvania,2 days left,25500,1
